feature,gain
ohe__CodArticulo_00000008964,0.0
ohe__CodArticulo_00000008963,0.0
ohe__CodArticulo_00000008962,0.0
ohe__CodArticulo_00000008901,0.0
ohe__CodArticulo_00000008889,0.0
ohe__CodArticulo_00000008887,0.0
ohe__CodArticulo_00000008879,0.0
ohe__CodArticulo_00000008878,0.0
ohe__CodArticulo_00000008849,0.0
ohe__CodArticulo_00000008848,0.0
ohe__CodArticulo_00000008847,0.0
ohe__CodArticulo_00000008846,0.0
ohe__CodArticulo_00000008845,0.0
ohe__CodArticulo_00000008844,0.0
ohe__CodArticulo_00000009227,0.0
ohe__CodArticulo_00000009197,0.0
ohe__CodArticulo_00000009196,0.0
ohe__CodArticulo_00000009190,0.0
ohe__CodArticulo_00000009189,0.0
ohe__CodArticulo_00000009180,0.0
ohe__CodArticulo_00000009179,0.0
ohe__CodArticulo_00000009178,0.0
ohe__CodArticulo_00000009156,0.0
ohe__CodArticulo_00000009146,0.0
ohe__CodArticulo_00000009124,0.0
ohe__CodArticulo_00000009122,0.0
ohe__CodArticulo_00000009092,0.0
ohe__CodArticulo_00000009089,0.0
ohe__CodArticulo_00000009088,0.0
ohe__CodArticulo_00000008967,0.0
ohe__CodArticulo_00000009748,0.0
ohe__CodArticulo_00000009488,0.0
ohe__CodArticulo_00000009404,0.0
ohe__CodArticulo_00000009376,0.0
ohe__CodArticulo_00000009375,0.0
ohe__CodArticulo_00000009370,0.0
ohe__CodArticulo_00000009369,0.0
ohe__CodArticulo_00000009367,0.0
ohe__CodArticulo_00000009366,0.0
ohe__CodArticulo_00000009334,0.0
ohe__CodArticulo_00000009332,0.0
ohe__CodArticulo_00000009331,0.0
ohe__CodArticulo_00000009330,0.0
ohe__CodArticulo_00000009329,0.0
ohe__CodArticulo_00000009228,0.0
ohe__CodArticulo_00000010563,0.0
ohe__CodArticulo_00000010561,0.0
ohe__CodArticulo_00000010423,0.0
ohe__CodArticulo_00000009903,0.0
ohe__CodArticulo_00000009902,0.0
ohe__CodArticulo_00000009901,0.0
ohe__CodArticulo_00000009899,0.0
ohe__CodArticulo_00000009898,0.0
ohe__CodArticulo_00000009897,0.0
ohe__CodArticulo_00000009896,0.0
ohe__CodArticulo_00000009844,0.0
ohe__CodArticulo_00000009774,0.0
ohe__CodArticulo_00000009769,0.0
ohe__CodArticulo_00000009767,0.0
ohe__CodArticulo_00000009751,0.0
ohe__CodArticulo_00000009750,0.0
ohe__CodArticulo_00000010862,0.0
ohe__CodArticulo_00000010843,0.0
ohe__CodArticulo_00000010822,0.0
ohe__CodArticulo_00000010759,0.0
ohe__CodArticulo_00000010758,0.0
ohe__CodArticulo_00000010720,0.0
ohe__CodArticulo_00000010706,0.0
ohe__CodArticulo_00000010700,0.0
ohe__CodArticulo_00000010687,0.0
ohe__CodArticulo_00000010672,0.0
ohe__CodArticulo_00000010626,0.0
ohe__CodArticulo_00000010624,0.0
ohe__CodArticulo_00000010623,0.0
ohe__CodArticulo_00000010617,0.0
ohe__CodArticulo_00000010612,0.0
ohe__CodArticulo_00000011004,0.0
ohe__CodArticulo_00000011002,0.0
ohe__CodArticulo_00000010918,0.0
ohe__CodArticulo_00000010916,0.0
ohe__CodArticulo_00000010904,0.0
ohe__CodArticulo_00000010903,0.0
ohe__CodArticulo_00000010902,0.0
ohe__CodArticulo_00000010898,0.0
ohe__CodArticulo_00000010892,0.0
ohe__CodArticulo_00000010868,0.0
ohe__CodArticulo_00000010867,0.0
ohe__CodArticulo_00000010866,0.0
ohe__CodArticulo_00000010865,0.0
ohe__CodArticulo_00000010864,0.0
ohe__CodArticulo_00000010863,0.0
ohe__CodArticulo_00000011406,0.0
ohe__CodArticulo_00000011395,0.0
ohe__CodArticulo_00000011365,0.0
ohe__CodArticulo_00000011298,0.0
ohe__CodArticulo_00000011295,0.0
ohe__CodArticulo_00000011294,0.0
ohe__CodArticulo_00000011282,0.0
ohe__CodArticulo_00000011269,0.0
ohe__CodArticulo_00000011257,0.0
ohe__CodArticulo_00000011207,0.0
ohe__CodArticulo_00000011037,0.0
ohe__CodArticulo_00000011036,0.0
ohe__CodArticulo_00000011035,0.0
ohe__CodArticulo_00000011023,0.0
ohe__CodArticulo_00000011020,0.0
ohe__CodArticulo_00000011011,0.0
ohe__CodArticulo_ME000000105,0.0
ohe__CodArticulo_ME000000104,0.0
ohe__CodArticulo_ME000000103,0.0
ohe__CodArticulo_ME000000004,0.0
ohe__CodArticulo_ME000000003,0.0
ohe__CodArticulo_00000012172,0.0
ohe__CodArticulo_00000011933,0.0
ohe__CodArticulo_00000011932,0.0
ohe__CodArticulo_00000011929,0.0
ohe__CodArticulo_00000011585,0.0
ohe__CodArticulo_00000011555,0.0
ohe__CodArticulo_00000011554,0.0
ohe__CodArticulo_00000011488,0.0
ohe__CodArticulo_00000011485,0.0
ohe__CodArticulo_ME000001543,0.0
ohe__CodArticulo_ME000001505,0.0
ohe__CodArticulo_ME000001027,0.0
ohe__CodArticulo_ME000001024,0.0
ohe__CodArticulo_ME000001023,0.0
ohe__CodArticulo_ME000001022,0.0
ohe__CodArticulo_ME000000525,0.0
ohe__CodArticulo_ME000000502,0.0
ohe__CodArticulo_ME000000498,0.0
ohe__CodArticulo_ME000000497,0.0
ohe__CodArticulo_ME000000495,0.0
ohe__CodArticulo_ME000000456,0.0
ohe__CodArticulo_ME000000279,0.0
ohe__CodArticulo_ME000000108,0.0
ohe__CodArticulo_ME000001891,0.0
ohe__CodArticulo_ME000001867,0.0
ohe__CodArticulo_ME000001803,0.0
ohe__CodArticulo_ME000001745,0.0
ohe__CodArticulo_ME000001742,0.0
ohe__CodArticulo_ME000001725,0.0
ohe__CodArticulo_ME000001700,0.0
ohe__CodArticulo_ME000001699,0.0
ohe__CodArticulo_ME000001660,0.0
ohe__CodArticulo_ME000001659,0.0
ohe__CodArticulo_ME000001619,0.0
ohe__CodArticulo_ME000001557,0.0
ohe__CodArticulo_ME000001556,0.0
ohe__CodArticulo_ME000001546,0.0
ohe__CodArticulo_ME000001545,0.0
ohe__CodArticulo_ME000001544,0.0
ohe__CodArticulo_ME000002503,0.0
ohe__CodArticulo_ME000002495,0.0
ohe__CodArticulo_ME000002424,0.0
ohe__CodArticulo_ME000002319,0.0
ohe__CodArticulo_ME000002145,0.0
ohe__CodArticulo_ME000002027,0.0
ohe__CodArticulo_ME000002025,0.0
ohe__CodArticulo_ME000002023,0.0
ohe__CodArticulo_ME000001991,0.0
ohe__CodArticulo_ME000001990,0.0
ohe__CodArticulo_ME000001989,0.0
ohe__CodArticulo_ME000001988,0.0
ohe__CodArticulo_ME000001983,0.0
ohe__CodArticulo_ME000001933,0.0
ohe__CodArticulo_ME000001892,0.0
ohe__CodArticulo_ME000004457,0.0
ohe__CodArticulo_ME000004456,0.0
ohe__CodArticulo_ME000004199,0.0
ohe__CodArticulo_ME000004198,0.0
ohe__CodArticulo_ME000004197,0.0
ohe__CodArticulo_ME000003292,0.0
ohe__CodArticulo_ME000003291,0.0
ohe__CodArticulo_ME000003236,0.0
ohe__CodArticulo_ME000003158,0.0
ohe__CodArticulo_ME000003157,0.0
ohe__CodArticulo_ME000002882,0.0
ohe__CodArticulo_ME000002881,0.0
ohe__CodArticulo_ME000002684,0.0
ohe__CodArticulo_00000002399,0.0
ohe__CodArticulo_00000002626,0.0
ohe__CodArticulo_00000002620,0.0
ohe__CodArticulo_00000002619,0.0
ohe__CodArticulo_00000002618,0.0
ohe__CodArticulo_00000002617,0.0
ohe__CodArticulo_00000002616,0.0
ohe__CodArticulo_00000002613,0.0
ohe__CodArticulo_00000002433,0.0
ohe__CodArticulo_00000002432,0.0
ohe__CodArticulo_00000002431,0.0
ohe__CodArticulo_00000002429,0.0
ohe__CodArticulo_00000002426,0.0
ohe__CodArticulo_00000002425,0.0
ohe__CodArticulo_ME000002673,0.0
ohe__CodArticulo_ME000005502,0.0
ohe__CodArticulo_ME000005501,0.0
ohe__CodArticulo_ME000005322,0.0
ohe__CodArticulo_ME000005205,0.0
ohe__CodArticulo_ME000005202,0.0
ohe__CodArticulo_ME000005201,0.0
ohe__CodArticulo_ME000005200,0.0
ohe__CodArticulo_ME000005199,0.0
ohe__CodArticulo_ME000005198,0.0
ohe__CodArticulo_ME000005197,0.0
ohe__CodArticulo_ME000005196,0.0
ohe__CodArticulo_ME000004702,0.0
ohe__CodArticulo_ME000004700,0.0
ohe__CodArticulo_ME000004699,0.0
ohe__CodArticulo_ME000004698,0.0
ohe__CodArticulo_ME000006290,0.0
ohe__CodArticulo_ME000006276,0.0
ohe__CodArticulo_ME000006117,0.0
ohe__CodArticulo_ME000006116,0.0
ohe__CodArticulo_ME000006115,0.0
ohe__CodArticulo_ME000006087,0.0
ohe__CodArticulo_ME000005979,0.0
ohe__CodArticulo_ME000005978,0.0
ohe__CodArticulo_ME000005977,0.0
ohe__CodArticulo_ME000005976,0.0
ohe__CodArticulo_ME000005975,0.0
ohe__CodArticulo_ME000005974,0.0
ohe__CodArticulo_ME000005863,0.0
ohe__CodArticulo_ME000005862,0.0
ohe__CodArticulo_ME000005596,0.0
ohe__CodArticulo_ME000007491,0.0
ohe__CodArticulo_ME000007489,0.0
ohe__CodArticulo_ME000007488,0.0
ohe__CodArticulo_ME000007486,0.0
ohe__CodArticulo_ME000007472,0.0
ohe__CodArticulo_ME000007441,0.0
ohe__CodArticulo_ME000007435,0.0
ohe__CodArticulo_ME000007434,0.0
ohe__CodArticulo_ME000007422,0.0
ohe__CodArticulo_ME000007420,0.0
ohe__CodArticulo_ME000007416,0.0
ohe__CodArticulo_ME000006661,0.0
ohe__CodArticulo_ME000006303,0.0
ohe__CodArticulo_ME000006302,0.0
ohe__CodArticulo_ME000006291,0.0
ohe__CodArticulo_ME000008093,0.0
ohe__CodArticulo_ME000008092,0.0
ohe__CodArticulo_ME000008091,0.0
ohe__CodArticulo_ME000008090,0.0
ohe__CodArticulo_ME000008041,0.0
ohe__CodArticulo_ME000007616,0.0
ohe__CodArticulo_ME000007587,0.0
ohe__CodArticulo_ME000007554,0.0
ohe__CodArticulo_ME000007553,0.0
ohe__CodArticulo_ME000007506,0.0
ohe__CodArticulo_ME000007503,0.0
ohe__CodArticulo_ME000007499,0.0
ohe__CodArticulo_ME000007498,0.0
ohe__CodArticulo_ME000007495,0.0
ohe__CodArticulo_ME000007494,0.0
ohe__CodArticulo_ME000007493,0.0
ohe__CodArticulo_ME000008550,0.0
ohe__CodArticulo_ME000008457,0.0
ohe__CodArticulo_ME000008434,0.0
ohe__CodArticulo_ME000008222,0.0
ohe__CodArticulo_ME000008198,0.0
ohe__CodArticulo_ME000008110,0.0
ohe__CodArticulo_ME000008107,0.0
ohe__CodArticulo_ME000008106,0.0
ohe__CodArticulo_ME000008100,0.0
ohe__CodArticulo_ME000008099,0.0
ohe__CodArticulo_ME000008098,0.0
ohe__CodArticulo_ME000008097,0.0
ohe__CodArticulo_ME000008096,0.0
ohe__CodArticulo_ME000008095,0.0
ohe__CodArticulo_ME000008928,0.0
ohe__CodArticulo_ME000008742,0.0
ohe__CodArticulo_ME000008638,0.0
ohe__CodArticulo_ME000008637,0.0
ohe__CodArticulo_ME000008636,0.0
ohe__CodArticulo_ME000008564,0.0
ohe__CodArticulo_ME000008562,0.0
ohe__CodArticulo_ME000008561,0.0
ohe__CodArticulo_ME000008560,0.0
ohe__CodArticulo_ME000008558,0.0
ohe__CodArticulo_ME000008557,0.0
ohe__CodArticulo_ME000008555,0.0
ohe__CodArticulo_ME000008554,0.0
ohe__CodArticulo_ME000008552,0.0
ohe__CodArticulo_ME000008551,0.0
ohe__CodArticulo_ME000009315,0.0
ohe__CodArticulo_ME000009306,0.0
ohe__CodArticulo_ME000009228,0.0
ohe__CodArticulo_ME000009226,0.0
ohe__CodArticulo_ME000009175,0.0
ohe__CodArticulo_ME000009063,0.0
ohe__CodArticulo_ME000009062,0.0
ohe__CodArticulo_ME000008948,0.0
ohe__CodArticulo_ME000008947,0.0
ohe__CodArticulo_ME000008946,0.0
ohe__CodArticulo_ME000008945,0.0
ohe__CodArticulo_ME000008944,0.0
ohe__CodArticulo_ME000008943,0.0
ohe__CodArticulo_ME000008929,0.0
ohe__CodArticulo_ME000010679,0.0
ohe__CodArticulo_ME000010677,0.0
ohe__CodArticulo_ME000010676,0.0
ohe__CodArticulo_ME000010588,0.0
ohe__CodArticulo_ME000010360,0.0
ohe__CodArticulo_ME000010289,0.0
ohe__CodArticulo_ME000010288,0.0
ohe__CodArticulo_ME000010287,0.0
ohe__CodArticulo_ME000010286,0.0
ohe__CodArticulo_ME000010216,0.0
ohe__CodArticulo_ME000010183,0.0
ohe__CodArticulo_ME000009559,0.0
ohe__CodArticulo_ME000009484,0.0
ohe__CodArticulo_ME000009368,0.0
ohe__CodArticulo_ME000009342,0.0
ohe__CodArticulo_ME000009341,0.0
ohe__CodArticulo_ME000012109,0.0
ohe__CodArticulo_ME000012108,0.0
ohe__CodArticulo_ME000012107,0.0
ohe__CodArticulo_ME000012029,0.0
ohe__CodArticulo_ME000011969,0.0
ohe__CodArticulo_ME000011968,0.0
ohe__CodArticulo_ME000011966,0.0
ohe__CodArticulo_ME000011956,0.0
ohe__CodArticulo_ME000011562,0.0
ohe__CodArticulo_ME000011412,0.0
ohe__CodArticulo_ME000011383,0.0
ohe__CodArticulo_ME000011222,0.0
ohe__CodArticulo_ME000010997,0.0
ohe__CodArticulo_ME000010934,0.0
ohe__CodArticulo_ME000010689,0.0
ohe__CodArticulo_ME000010682,0.0
ohe__CodArticulo_ME000012887,0.0
ohe__CodArticulo_ME000012886,0.0
ohe__CodArticulo_ME000012885,0.0
ohe__CodArticulo_ME000012796,0.0
ohe__CodArticulo_ME000012795,0.0
ohe__CodArticulo_ME000012793,0.0
ohe__CodArticulo_ME000012792,0.0
ohe__CodArticulo_ME000012790,0.0
ohe__CodArticulo_ME000012789,0.0
ohe__CodArticulo_ME000012395,0.0
ohe__CodArticulo_ME000012394,0.0
ohe__CodArticulo_ME000012388,0.0
ohe__CodArticulo_ME000012387,0.0
ohe__CodArticulo_ME000012223,0.0
ohe__CodArticulo_ME000012221,0.0
ohe__CodArticulo_ME000013189,0.0
ohe__CodArticulo_ME000013061,0.0
ohe__CodArticulo_ME000013056,0.0
ohe__CodArticulo_ME000013055,0.0
ohe__CodArticulo_ME000013051,0.0
ohe__CodArticulo_ME000013050,0.0
ohe__CodArticulo_ME000013048,0.0
ohe__CodArticulo_ME000013046,0.0
ohe__CodArticulo_ME000012984,0.0
ohe__CodArticulo_ME000012982,0.0
ohe__CodArticulo_ME000012980,0.0
ohe__CodArticulo_ME000012950,0.0
ohe__CodArticulo_ME000012891,0.0
ohe__CodArticulo_ME000012890,0.0
ohe__CodArticulo_ME000012889,0.0
ohe__CodArticulo_ME000013392,0.0
ohe__CodArticulo_ME000013390,0.0
ohe__CodArticulo_ME000013313,0.0
ohe__CodArticulo_ME000013308,0.0
ohe__CodArticulo_ME000013307,0.0
ohe__CodArticulo_ME000013306,0.0
ohe__CodArticulo_ME000013304,0.0
ohe__CodArticulo_ME000013303,0.0
ohe__CodArticulo_ME000013302,0.0
ohe__CodArticulo_ME000013301,0.0
ohe__CodArticulo_ME000013299,0.0
ohe__CodArticulo_ME000013297,0.0
ohe__CodArticulo_ME000013296,0.0
ohe__CodArticulo_ME000013235,0.0
ohe__CodArticulo_ME000013190,0.0
ohe__CodArticulo_ME000014372,0.0
ohe__CodArticulo_ME000014295,0.0
ohe__CodArticulo_ME000014293,0.0
ohe__CodArticulo_ME000014292,0.0
ohe__CodArticulo_ME000014015,0.0
ohe__CodArticulo_ME000013965,0.0
ohe__CodArticulo_ME000013964,0.0
ohe__CodArticulo_ME000013750,0.0
ohe__CodArticulo_ME000013749,0.0
ohe__CodArticulo_ME000013623,0.0
ohe__CodArticulo_ME000013405,0.0
ohe__CodArticulo_ME000013402,0.0
ohe__CodArticulo_ME000013400,0.0
ohe__CodArticulo_ME000013398,0.0
ohe__CodArticulo_ME000013396,0.0
ohe__CodArticulo_ME000013394,0.0
ohe__CodArticulo_ME000014908,0.0
ohe__CodArticulo_ME000014745,0.0
ohe__CodArticulo_ME000014736,0.0
ohe__CodArticulo_ME000014650,0.0
ohe__CodArticulo_ME000014646,0.0
ohe__CodArticulo_ME000014644,0.0
ohe__CodArticulo_ME000014643,0.0
ohe__CodArticulo_ME000014642,0.0
ohe__CodArticulo_ME000014641,0.0
ohe__CodArticulo_ME000014640,0.0
ohe__CodArticulo_ME000014515,0.0
ohe__CodArticulo_ME000014513,0.0
ohe__CodArticulo_ME000014512,0.0
ohe__CodArticulo_ME000014511,0.0
ohe__CodArticulo_ME000014510,0.0
ohe__CodArticulo_ME000015336,0.0
ohe__CodArticulo_ME000015335,0.0
ohe__CodArticulo_ME000015132,0.0
ohe__CodArticulo_ME000015131,0.0
ohe__CodArticulo_ME000014999,0.0
ohe__CodArticulo_ME000014938,0.0
ohe__CodArticulo_ME000014935,0.0
ohe__CodArticulo_ME000014933,0.0
ohe__CodArticulo_ME000014932,0.0
ohe__CodArticulo_ME000014931,0.0
ohe__CodArticulo_ME000014930,0.0
ohe__CodArticulo_ME000014929,0.0
ohe__CodArticulo_ME000014928,0.0
ohe__CodArticulo_ME000014927,0.0
ohe__CodArticulo_ME000014926,0.0
ohe__CodArticulo_ME000014925,0.0
ohe__CodArticulo_ME000015923,0.0
ohe__CodArticulo_ME000015745,0.0
ohe__CodArticulo_ME000015606,0.0
ohe__CodArticulo_ME000015457,0.0
ohe__CodArticulo_ME000015456,0.0
ohe__CodArticulo_ME000015454,0.0
ohe__CodArticulo_ME000015453,0.0
ohe__CodArticulo_ME000015452,0.0
ohe__CodArticulo_ME000015451,0.0
ohe__CodArticulo_ME000015377,0.0
ohe__CodArticulo_ME000015375,0.0
ohe__CodArticulo_ME000015374,0.0
ohe__CodArticulo_ME000015370,0.0
ohe__CodArticulo_ME000015337,0.0
ohe__CodArticulo_ME000016421,0.0
ohe__CodArticulo_ME000016420,0.0
ohe__CodArticulo_ME000016363,0.0
ohe__CodArticulo_ME000016362,0.0
ohe__CodArticulo_ME000016361,0.0
ohe__CodArticulo_ME000016360,0.0
ohe__CodArticulo_ME000016359,0.0
ohe__CodArticulo_ME000016358,0.0
ohe__CodArticulo_ME000016127,0.0
ohe__CodArticulo_ME000016126,0.0
ohe__CodArticulo_ME000016107,0.0
ohe__CodArticulo_ME000016106,0.0
ohe__CodArticulo_ME000015995,0.0
ohe__CodArticulo_ME000015994,0.0
ohe__CodArticulo_ME000015966,0.0
ohe__CodArticulo_ME000015965,0.0
ohe__CodArticulo_ME000023084,0.0
ohe__CodArticulo_ME000022908,0.0
ohe__CodArticulo_ME000019787,0.0
ohe__CodArticulo_ME000019779,0.0
ohe__CodArticulo_ME000019777,0.0
ohe__CodArticulo_ME000019776,0.0
ohe__CodArticulo_ME000019554,0.0
ohe__CodArticulo_ME000019551,0.0
ohe__CodArticulo_ME000018780,0.0
ohe__CodArticulo_ME000018779,0.0
ohe__CodArticulo_ME000018778,0.0
ohe__CodArticulo_ME000017713,0.0
ohe__CodArticulo_ME000016743,0.0
ohe__CodArticulo_ME000016478,0.0
ohe__CodArticulo_ME000028409,0.0
ohe__CodArticulo_ME000028408,0.0
ohe__CodArticulo_ME000027025,0.0
ohe__CodArticulo_ME000026816,0.0
ohe__CodArticulo_ME000026815,0.0
ohe__CodArticulo_ME000026814,0.0
ohe__CodArticulo_ME000026813,0.0
ohe__CodArticulo_ME000026812,0.0
ohe__CodArticulo_ME000026810,0.0
ohe__CodArticulo_ME000026634,0.0
ohe__CodArticulo_ME000026633,0.0
ohe__CodArticulo_ME000026151,0.0
ohe__CodArticulo_ME000026149,0.0
ohe__CodArticulo_00000002338,0.0
ohe__CodArticulo_00000002335,0.0
ohe__CodArticulo_00000002420,0.0
ohe__CodArticulo_00000002419,0.0
ohe__CodArticulo_00000002417,0.0
ohe__CodArticulo_00000002416,0.0
ohe__CodArticulo_00000002415,0.0
ohe__CodArticulo_00000002413,0.0
ohe__CodArticulo_00000002410,0.0
ohe__CodArticulo_00000002409,0.0
ohe__CodArticulo_00000002408,0.0
ohe__CodArticulo_00000002406,0.0
ohe__CodArticulo_00000002404,0.0
ohe__CodArticulo_00000002402,0.0
ohe__CodArticulo_00000002401,0.0
ohe__CodArticulo_00000002400,0.0
ohe__CodArticulo_ME000023849,0.0
ohe__CodArticulo_ME000023403,0.0
ohe__CodArticulo_ME000032505,0.0
ohe__CodArticulo_ME000032503,0.0
ohe__CodArticulo_ME000032500,0.0
ohe__CodArticulo_ME000032498,0.0
ohe__CodArticulo_ME000029863,0.0
ohe__CodArticulo_ME000028780,0.0
ohe__CodArticulo_ME000028438,0.0
ohe__CodArticulo_ME000028437,0.0
ohe__CodArticulo_ME000028424,0.0
ohe__CodArticulo_ME000028420,0.0
ohe__CodArticulo_ME000028415,0.0
ohe__CodArticulo_ME000028414,0.0
ohe__CodArticulo_ME000028412,0.0
ohe__CodArticulo_ME000034313,0.0
ohe__CodArticulo_ME000033663,0.0
ohe__CodArticulo_ME000033660,0.0
ohe__CodArticulo_ME000033506,0.0
ohe__CodArticulo_ME000033505,0.0
ohe__CodArticulo_ME000033202,0.0
ohe__CodArticulo_ME000032542,0.0
ohe__CodArticulo_ME000032515,0.0
ohe__CodArticulo_ME000032513,0.0
ohe__CodArticulo_ME000032512,0.0
ohe__CodArticulo_ME000032511,0.0
ohe__CodArticulo_ME000032510,0.0
ohe__CodArticulo_ME000032509,0.0
ohe__CodArticulo_ME000035114,0.0
ohe__CodArticulo_ME000035113,0.0
ohe__CodArticulo_ME000035111,0.0
ohe__CodArticulo_ME000035110,0.0
ohe__CodArticulo_ME000035108,0.0
ohe__CodArticulo_ME000035107,0.0
ohe__CodArticulo_ME000035106,0.0
ohe__CodArticulo_ME000035061,0.0
ohe__CodArticulo_ME000035060,0.0
ohe__CodArticulo_ME000035058,0.0
ohe__CodArticulo_ME000035057,0.0
ohe__CodArticulo_ME000034552,0.0
ohe__CodArticulo_ME000034549,0.0
ohe__CodArticulo_ME000034541,0.0
ohe__CodArticulo_ME000034540,0.0
ohe__CodArticulo_ME000035802,0.0
ohe__CodArticulo_ME000035269,0.0
ohe__CodArticulo_ME000035267,0.0
ohe__CodArticulo_ME000035265,0.0
ohe__CodArticulo_ME000035185,0.0
ohe__CodArticulo_ME000035184,0.0
ohe__CodArticulo_ME000035182,0.0
ohe__CodArticulo_ME000035181,0.0
ohe__CodArticulo_ME000035180,0.0
ohe__CodArticulo_ME000035123,0.0
ohe__CodArticulo_ME000035122,0.0
ohe__CodArticulo_ME000035121,0.0
ohe__CodArticulo_ME000035119,0.0
ohe__CodArticulo_ME000035117,0.0
ohe__CodArticulo_ME000035116,0.0
ohe__CodArticulo_ME000035115,0.0
ohe__CodArticulo_ME000037505,0.0
ohe__CodArticulo_ME000037504,0.0
ohe__CodArticulo_ME000037503,0.0
ohe__CodArticulo_ME000037502,0.0
ohe__CodArticulo_ME000037501,0.0
ohe__CodArticulo_ME000037486,0.0
ohe__CodArticulo_ME000037026,0.0
ohe__CodArticulo_ME000037025,0.0
ohe__CodArticulo_ME000037024,0.0
ohe__CodArticulo_ME000037008,0.0
ohe__CodArticulo_ME000037007,0.0
ohe__CodArticulo_ME000036996,0.0
ohe__CodArticulo_ME000036995,0.0
ohe__CodArticulo_ME000036492,0.0
ohe__CodArticulo_ME000035803,0.0
ohe__CodArticulo_ME000039132,0.0
ohe__CodArticulo_ME000039131,0.0
ohe__CodArticulo_ME000039096,0.0
ohe__CodArticulo_ME000038716,0.0
ohe__CodArticulo_ME000038713,0.0
ohe__CodArticulo_ME000038712,0.0
ohe__CodArticulo_ME000038710,0.0
ohe__CodArticulo_ME000038708,0.0
ohe__CodArticulo_ME000038310,0.0
ohe__CodArticulo_ME000037587,0.0
ohe__CodArticulo_ME000037586,0.0
ohe__CodArticulo_ME000037585,0.0
ohe__CodArticulo_ME000037584,0.0
ohe__CodArticulo_ME000037508,0.0
ohe__CodArticulo_ME000037506,0.0
ohe__CodArticulo_ME000042202,0.0
ohe__CodArticulo_ME000042201,0.0
ohe__CodArticulo_ME000042200,0.0
ohe__CodArticulo_ME000042199,0.0
ohe__CodArticulo_ME000042198,0.0
ohe__CodArticulo_ME000042197,0.0
ohe__CodArticulo_ME000042196,0.0
ohe__CodArticulo_ME000042195,0.0
ohe__CodArticulo_ME000042194,0.0
ohe__CodArticulo_ME000042193,0.0
ohe__CodArticulo_ME000042192,0.0
ohe__CodArticulo_ME000040469,0.0
ohe__CodArticulo_ME000040343,0.0
ohe__CodArticulo_ME000040123,0.0
ohe__CodArticulo_ME000039134,0.0
ohe__CodArticulo_ME000039133,0.0
ohe__CodArticulo_ME000044493,0.0
ohe__CodArticulo_ME000044052,0.0
ohe__CodArticulo_ME000044051,0.0
ohe__CodArticulo_ME000044050,0.0
ohe__CodArticulo_ME000044049,0.0
ohe__CodArticulo_ME000043677,0.0
ohe__CodArticulo_ME000043676,0.0
ohe__CodArticulo_ME000043581,0.0
ohe__CodArticulo_ME000043017,0.0
ohe__CodArticulo_ME000043016,0.0
ohe__CodArticulo_ME000042206,0.0
ohe__CodArticulo_ME000042205,0.0
ohe__CodArticulo_ME000042204,0.0
ohe__CodArticulo_ME000042203,0.0
ohe__CodArticulo_ME000048040,0.0
ohe__CodArticulo_ME000047915,0.0
ohe__CodArticulo_ME000046777,0.0
ohe__CodArticulo_ME000046776,0.0
ohe__CodArticulo_ME000046774,0.0
ohe__CodArticulo_ME000046773,0.0
ohe__CodArticulo_ME000046747,0.0
ohe__CodArticulo_ME000046746,0.0
ohe__CodArticulo_ME000046739,0.0
ohe__CodArticulo_ME000046351,0.0
ohe__CodArticulo_ME000046350,0.0
ohe__CodArticulo_ME000046349,0.0
ohe__CodArticulo_ME000046348,0.0
ohe__CodArticulo_ME000044498,0.0
ohe__CodArticulo_ME000044496,0.0
ohe__CodArticulo_ME000049695,0.0
ohe__CodArticulo_ME000049694,0.0
ohe__CodArticulo_ME000049693,0.0
ohe__CodArticulo_ME000049692,0.0
ohe__CodArticulo_ME000049689,0.0
ohe__CodArticulo_ME000049688,0.0
ohe__CodArticulo_ME000049243,0.0
ohe__CodArticulo_ME000048455,0.0
ohe__CodArticulo_ME000048454,0.0
ohe__CodArticulo_ME000048453,0.0
ohe__CodArticulo_ME000048435,0.0
ohe__CodArticulo_ME000048433,0.0
ohe__CodArticulo_ME000048429,0.0
ohe__CodArticulo_ME000048187,0.0
ohe__CodArticulo_ME000048186,0.0
ohe__CodArticulo_ME000048185,0.0
ohe__CodArticulo_ME000052022,0.0
ohe__CodArticulo_ME000052020,0.0
ohe__CodArticulo_ME000052019,0.0
ohe__CodArticulo_ME000051638,0.0
ohe__CodArticulo_ME000051628,0.0
ohe__CodArticulo_ME000051627,0.0
ohe__CodArticulo_ME000051626,0.0
ohe__CodArticulo_ME000051624,0.0
ohe__CodArticulo_ME000051532,0.0
ohe__CodArticulo_ME000051531,0.0
ohe__CodArticulo_ME000051464,0.0
ohe__CodArticulo_ME000050726,0.0
ohe__CodArticulo_ME000049985,0.0
ohe__CodArticulo_ME000049984,0.0
ohe__CodArticulo_ME000049982,0.0
ohe__CodArticulo_ME000052788,0.0
ohe__CodArticulo_ME000052787,0.0
ohe__CodArticulo_ME000052783,0.0
ohe__CodArticulo_ME000052782,0.0
ohe__CodArticulo_ME000052603,0.0
ohe__CodArticulo_ME000052602,0.0
ohe__CodArticulo_ME000052475,0.0
ohe__CodArticulo_ME000052403,0.0
ohe__CodArticulo_ME000052401,0.0
ohe__CodArticulo_ME000052385,0.0
ohe__CodArticulo_ME000052384,0.0
ohe__CodArticulo_ME000052381,0.0
ohe__CodArticulo_ME000052183,0.0
